Date,Ad_name,Brand_Name,Languange,Funnel_Type,Convertions_Objective,Targeting_Type,Ads_Set,Format,Key_Message,Ads_Element,Amount_spent,Purchase_ZLP,Purchase_ZLF,SignUp,Landing_page_views,Link_clicks,Impressions,Reach
4/20/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,vid,Musibah,video ramadhan,8146,0,0,0,1,2,92,88
4/21/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,vid,Musibah,video ramadhan,3668,0,0,0,1,1,92,89
4/22/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,vid,Musibah,video ramadhan,135,0,0,0,0,0,2,2
4/14/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Musibah,video ramadhan,25554,0,0,0,0,0,139,109
4/15/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Musibah,video ramadhan,85557,0,0,0,1,3,345,252
4/16/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Musibah,video ramadhan,36751,0,0,0,1,1,87,71
4/17/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Musibah,video ramadhan,45230,0,0,1,1,1,125,91
4/18/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Musibah,video ramadhan,67111,0,0,0,1,2,188,131
4/19/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Musibah,video ramadhan,30876,0,0,1,2,2,174,125
4/20/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Musibah,video ramadhan,50282,0,0,0,1,1,179,131
4/21/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Musibah,video ramadhan,31571,0,0,0,0,0,150,115
4/22/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_vid_Musibah_video ramadhan_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,vid,Musibah,video ramadhan,455,0,0,0,0,0,9,9
4/14/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,17298,0,0,0,0,2,394,342
4/15/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,264164,0,0,5,43,46,3935,3278
4/16/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,195254,1,0,3,37,40,2706,2496
4/17/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,162244,0,0,0,23,24,3306,3127
4/18/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,188507,0,0,4,53,57,4523,4188
4/19/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,186774,0,0,1,32,36,4252,3896
4/20/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,111938,0,0,2,20,23,2986,2856
4/21/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,112489,0,0,3,34,35,3663,3497
4/22/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,6660,0,0,1,2,2,260,258
4/28/2023,Zurich ZLF_id_tf_wc_sd_Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up,img,Ramadhan,image A,0,0,0,0,0,0,0,0
4/14/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,892,0,0,0,0,0,20,19
4/15/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,48155,0,0,1,9,9,521,473
4/16/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,51811,0,0,1,7,7,611,572
4/17/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,47679,0,0,0,9,9,896,837
4/18/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,49109,0,0,2,11,11,1155,1087
4/19/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,47134,0,0,2,12,11,1159,1085
4/20/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,36137,0,0,1,10,11,952,917
4/21/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,22909,0,0,1,9,9,687,661
4/22/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,bd,Broad IG,img,Ramadhan,image A,2365,0,0,0,0,0,55,53
4/14/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,11224,0,0,0,0,0,349,316
4/15/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,153989,0,0,0,17,16,3064,2669
4/16/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,154306,0,0,3,35,40,2607,2367
4/17/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,157699,0,0,1,32,33,4453,4154
4/18/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,163534,0,0,1,31,35,5413,4998
4/19/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,149115,0,1,2,30,31,4316,4081
4/20/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,89946,0,0,2,18,19,3546,3399
4/21/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,108917,0,0,2,21,26,4060,3883
4/22/2023,Zurich ZLF_id_tf_wc_sd_Broad IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Broad IG,img,Ramadhan,image A,5938,0,0,0,0,2,238,232
4/14/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,3588,0,0,0,0,1,45,40
4/15/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,96233,0,0,2,17,21,1028,912
4/16/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,100351,0,0,0,24,26,1271,1137
4/17/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,95642,0,0,3,26,29,1916,1777
4/18/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,98316,0,0,0,26,26,2808,2603
4/19/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,92413,0,0,1,17,17,2458,2291
4/20/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,85225,0,0,0,10,12,2612,2506
4/21/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,61957,0,0,1,12,13,2230,2141
4/22/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,mf,wc,sd,Healthcare,img,Ramadhan,image A,6191,0,0,0,2,1,198,195
4/14/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,Ramadhan,image A,7769,0,0,1,0,0,125,112
4/15/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,Ramadhan,image A,77890,0,0,0,13,14,1679,1524
4/16/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,Ramadhan,image A,74554,0,0,0,11,10,1469,1343
4/17/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,Ramadhan,image A,74821,0,0,1,13,14,1903,1806
4/18/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,Ramadhan,image A,76959,0,0,0,11,15,2508,2360
4/19/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,Ramadhan,image A,79934,0,0,1,12,14,2230,2115
4/20/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,Ramadhan,image A,47938,0,0,1,10,10,1737,1677
4/21/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,Ramadhan,image A,52152,0,0,0,10,12,2065,1974
4/22/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,img,Ramadhan,image A,4181,0,0,0,0,0,144,141
4/14/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,img,Ramadhan,image A,15437,0,0,0,2,2,210,186
4/15/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,img,Ramadhan,image A,176309,0,0,1,25,26,2841,2440
4/16/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,img,Ramadhan,image A,163710,0,0,2,30,30,2246,2069
4/17/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,img,Ramadhan,image A,154889,0,0,2,33,36,3320,3137
4/18/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,img,Ramadhan,image A,155343,0,0,5,39,40,3969,3718
4/19/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,img,Ramadhan,image A,154183,0,0,3,22,23,3303,3096
4/20/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,img,Ramadhan,image A,85505,0,0,3,20,21,2816,2694
4/21/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,img,Ramadhan,image A,101309,0,0,2,21,21,3265,3152
4/22/2023,Zurich ZLF_id_tf_wc_sd_Sign Up Narrow Parents_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,tf,wc,sd,Sign Up Narrow Parents,img,Ramadhan,image A,6068,0,0,0,1,1,201,199
4/14/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,img,Ramadhan,image A,31213,0,0,0,1,1,294,215
4/15/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,img,Ramadhan,image A,277117,0,0,3,23,24,1374,700
4/16/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,img,Ramadhan,image A,172371,1,0,5,13,15,751,464
4/17/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,img,Ramadhan,image A,129485,0,2,3,4,5,759,492
4/18/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,img,Ramadhan,image A,145278,0,0,0,5,7,909,551
4/19/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,img,Ramadhan,image A,147561,0,0,2,4,6,1149,626
4/20/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,img,Ramadhan,image A,88997,0,1,0,1,3,532,340
4/21/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,img,Ramadhan,image A,91394,0,0,0,5,6,870,493
4/22/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_img_Ramadhan_image A_RevoU_14042023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,img,Ramadhan,image A,5635,0,0,0,0,0,54,46
3/11/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,92563,0,0,2,7,8,1605,1481
3/12/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,141558,0,0,1,15,20,2866,2601
3/14/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,77633,0,0,1,8,9,1769,1698
3/15/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,76314,0,0,0,4,9,1968,1918
3/16/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,134980,0,0,4,11,15,4417,4275
3/17/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,125136,0,0,1,8,11,4369,4267
3/18/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,126049,0,0,3,7,10,3815,3780
3/19/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,120304,0,0,4,20,21,2970,2911
3/20/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,100414,0,0,1,9,12,2194,2153
3/21/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,106148,0,0,3,10,12,2177,2131
3/22/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,108990,0,0,0,6,8,2323,2258
3/23/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,55049,0,0,1,8,10,1239,1215
3/24/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,117668,0,0,1,9,11,1792,1749
3/25/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,120739,0,1,5,10,13,2368,2299
3/26/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,113673,0,0,1,9,13,2115,2055
3/27/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,91645,0,0,1,14,16,2082,2024
3/28/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,144890,0,0,0,15,23,3458,3349
3/29/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,205530,0,0,3,19,23,5004,4879
3/30/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,184223,0,0,1,16,23,4980,4835
3/31/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,180438,0,0,2,20,22,3919,3811
4/1/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,198861,0,0,4,19,22,3937,3820
4/2/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,195204,0,3,3,23,31,4549,4414
4/3/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,171574,0,0,2,13,13,3811,3672
4/4/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,118476,0,1,0,5,10,1689,1608
4/5/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,65478,0,0,1,4,6,943,919
4/6/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,75024,0,1,2,4,5,1078,1037
4/7/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,121101,0,0,0,1,4,1253,1229
4/8/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,83332,0,0,1,7,7,1445,1416
4/9/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,90648,0,0,0,3,4,1356,1323
4/10/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,97205,0,0,1,6,6,1667,1597
4/11/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,100443,0,0,2,10,13,1612,1549
4/12/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,100476,0,0,0,6,7,1397,1319
4/13/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,102117,0,0,2,11,13,2050,1953
4/14/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,95575,0,0,1,5,5,1965,1901
4/16/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,0,0,2,1,0,0,0,0
4/22/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,120810,0,0,2,18,23,2911,2809
4/23/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,108828,0,0,0,7,8,2057,1997
4/24/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,78728,0,0,0,12,12,1959,1924
4/25/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,51365,0,1,1,6,10,1173,1147
4/26/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,68938,0,0,2,5,7,1327,1279
4/27/2023,Zurich ZLF_id_tf_wc_la_Sign Up_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,la,Sign Up,vid,Self Reward,Overthinking Woman,74346,0,0,1,6,5,1468,1407
