Date,Ad_name,Brand_Name,Languange,Funnel_Type,Convertions_Objective,Targeting_Type,Ads_Set,Format,Key_Message,Ads_Element,Amount_spent,Purchase_ZLP,Purchase_ZLF,SignUp,Landing_page_views,Link_clicks,Impressions,Reach
2/2/2023,Zurich ZLF_id_bf_wc_cl_ZLPLast1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,bf,wc,cl,ZLPLast1000,VID,Premi mulai dari 20rb,Allyson,145,0,0,0,0,0,12,12
1/16/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,39710,0,0,0,0,0,2000,1940
1/17/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,13576,0,0,1,0,0,303,286
1/18/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,9327,0,0,2,0,0,93,87
1/19/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,49528,0,0,0,0,1,2745,2572
1/20/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,13016,0,0,1,1,3,536,504
1/21/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,20865,0,0,0,0,1,953,911
1/22/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,8361,0,0,0,0,0,390,376
1/23/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,10706,0,0,0,0,0,273,263
1/24/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,4584,0,0,0,0,0,94,90
1/25/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,27423,0,0,0,0,0,462,444
1/26/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,9884,0,0,0,0,0,260,246
1/27/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,9639,0,0,0,0,0,214,207
1/28/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,11195,0,0,0,0,0,253,243
1/29/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,14707,0,0,0,1,1,226,211
1/30/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,14906,0,0,0,0,0,208,197
1/31/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,8575,0,0,0,0,0,91,86
2/1/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,8888,0,0,1,0,0,163,145
2/2/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,31192,0,0,0,0,3,502,449
2/3/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,25832,0,0,2,0,0,345,316
2/4/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,18091,0,0,0,0,0,457,433
2/5/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,19723,0,0,0,0,0,282,248
2/6/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,14590,0,0,0,0,0,270,248
2/7/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,17526,0,0,0,0,0,334,311
2/8/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,20162,0,0,0,1,1,468,404
2/9/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,12305,0,0,2,0,0,209,192
2/10/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,4352,0,0,2,0,0,98,80
2/11/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,2394,0,0,0,0,0,44,42
2/12/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,16504,0,0,1,2,2,457,392
2/13/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,66705,0,0,0,1,3,1399,1258
2/14/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,16849,0,0,0,0,0,257,191
2/15/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,7236,0,0,0,0,1,150,107
2/16/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,7987,0,0,0,0,0,178,139
2/17/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,5768,0,0,0,0,0,108,90
2/18/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,14227,0,0,0,2,2,179,152
2/19/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,7676,0,0,0,0,0,187,152
2/20/2023,Zurich ZLF_id_tf_wc_la_CA ZLP Last1000_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,la,CA ZLP Last1000,VID,Premi mulai dari 20rb,Allyson,8495,0,0,0,0,0,153,126
1/16/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,2959,0,0,0,0,0,5,5
1/18/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,18586,0,0,0,0,0,247,226
1/19/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,61690,0,0,1,2,2,1690,1594
1/20/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,49855,0,0,3,5,6,1391,1303
1/21/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,96531,0,0,0,2,4,3077,2842
1/22/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,76078,0,0,3,2,6,1744,1603
1/23/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,58585,0,0,0,2,3,1351,1247
1/24/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,33819,0,0,0,2,2,644,599
1/25/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,57315,0,0,0,1,2,1238,1150
1/26/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,47535,0,0,0,1,3,868,815
1/27/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,19820,0,0,0,1,1,390,370
1/28/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,43009,0,0,0,0,1,624,598
1/29/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,66532,0,0,0,2,2,1019,938
1/30/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,65492,0,0,0,1,2,1188,1084
1/31/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,34128,0,0,0,0,1,612,571
2/1/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,38878,0,0,0,2,2,629,574
2/2/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,55605,0,0,0,3,6,1248,1135
2/3/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,46141,0,0,0,0,2,822,754
2/4/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,41414,0,0,3,2,2,883,796
2/5/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,40040,0,0,1,1,3,800,737
2/6/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,48836,0,0,0,1,1,457,412
2/7/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,39744,0,1,1,1,2,1066,980
2/8/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,67266,0,0,0,1,1,1794,1622
2/9/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,70361,0,0,0,4,8,1946,1770
2/10/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,25542,0,0,0,0,0,875,779
2/11/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,20719,0,0,0,1,2,777,691
2/12/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,58661,0,0,1,1,1,1696,1494
2/13/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,59103,0,0,0,1,1,1893,1589
2/14/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,51656,0,0,0,0,1,1968,1549
2/15/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,54196,0,0,0,1,2,2148,1544
2/16/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,27912,0,0,0,0,0,931,796
2/17/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,21424,0,0,0,0,1,945,841
2/18/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,22023,0,0,0,1,1,699,634
2/19/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,9012,0,0,0,0,0,447,405
2/20/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,9422,0,0,0,0,0,340,300
2/21/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,20,0,0,0,0,0,3,3
2/11/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_VID_Premi mulai dari 20rb_Allyson_RevoU_10022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,VID,Premi mulai dari 20rb,Allyson,25322,0,0,0,0,0,209,185
2/12/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_VID_Premi mulai dari 20rb_Allyson_RevoU_10022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,VID,Premi mulai dari 20rb,Allyson,90524,0,1,3,1,1,530,297
2/13/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_VID_Premi mulai dari 20rb_Allyson_RevoU_10022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,VID,Premi mulai dari 20rb,Allyson,93707,0,0,0,2,2,403,256
2/14/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_VID_Premi mulai dari 20rb_Allyson_RevoU_10022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,VID,Premi mulai dari 20rb,Allyson,77485,0,0,0,1,1,316,188
2/15/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_VID_Premi mulai dari 20rb_Allyson_RevoU_10022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,VID,Premi mulai dari 20rb,Allyson,77291,0,0,0,0,0,363,198
2/16/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_VID_Premi mulai dari 20rb_Allyson_RevoU_10022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,VID,Premi mulai dari 20rb,Allyson,78669,0,0,1,0,0,300,172
2/17/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_VID_Premi mulai dari 20rb_Allyson_RevoU_10022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,VID,Premi mulai dari 20rb,Allyson,76582,0,0,2,1,1,383,192
2/18/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_VID_Premi mulai dari 20rb_Allyson_RevoU_10022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,VID,Premi mulai dari 20rb,Allyson,79967,0,0,0,0,0,385,221
2/19/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_VID_Premi mulai dari 20rb_Allyson_RevoU_10022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,VID,Premi mulai dari 20rb,Allyson,102814,0,0,0,0,0,537,267
2/20/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_VID_Premi mulai dari 20rb_Allyson_RevoU_10022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,VID,Premi mulai dari 20rb,Allyson,101988,0,0,1,0,0,477,265
2/21/2023,Zurich ZLF_id_bf_wc_cl_Customer List and Sign Up_VID_Premi mulai dari 20rb_Allyson_RevoU_10022023,Zurich ZLF,id,bf,wc,cl,Customer List and Sign Up,VID,Premi mulai dari 20rb,Allyson,9573,0,0,0,0,0,17,11
1/17/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,58944,0,0,8,5,5,1281,1049
1/18/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,105043,0,0,24,6,7,2070,1802
1/19/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,71862,0,0,12,4,5,2779,2581
1/20/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,39945,0,0,6,3,3,1318,1229
1/21/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,35900,0,0,0,1,1,1300,1222
1/22/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,39084,0,0,0,0,1,1197,1121
1/23/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,45930,0,0,1,1,1,1970,1823
1/24/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,42644,0,0,1,1,1,2220,2057
1/25/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,30110,0,0,0,1,1,2960,2713
1/26/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,40823,0,0,0,0,0,2122,1943
1/27/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,28520,0,0,0,1,2,4076,3745
1/28/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,20548,0,0,0,2,2,2389,2174
1/29/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,21616,0,0,0,1,2,2330,2088
1/30/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,16673,0,0,0,1,1,2681,2334
1/31/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,21099,0,0,0,1,1,2985,2612
2/1/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,24733,0,0,0,2,3,3406,2880
2/2/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,17195,0,0,0,0,0,2481,2173
2/3/2023,Zurich ZLP_id_tf_wc_bd_Broad IG_VID_Premi mulai dari 50rb_Keluarga Muda Sofa_RevoU_16012023,Zurich ZLP,id,tf,wc,bd,Broad IG,VID,Premi mulai dari 50rb,Keluarga Muda Sofa,25150,0,0,0,1,1,3723,3249
