Date,Ad_name,Brand_Name,Languange,Funnel_Type,Convertions_Objective,Targeting_Type,Ads_Set,Format,Key_Message,Ads_Element,Platform,Placement,Amount_spent,Purchase_ZLP,Purchase_ZLF,SignUp,Landing_page_views,Link_clicks,Impressions,Reach
2/22/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,101592,,,1,20,23,4710,4646
2/22/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,104903,,1,5,19,22,2087,2012
2/22/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_stories,62631,,,,11,15,1017,944
2/23/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,170430,,,2,25,27,3618,3596
2/24/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,108484,,,4,10,10,2250,2250
2/24/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,144986,,,7,27,33,6912,6804
2/25/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,115632.3601,,1,1,11,15,4524,4524
2/25/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,154493.4729,,,2,29,34,7902,7883
2/26/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,119897,,,2,16,17,4159,4159
2/26/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,135816,,,3,15,21,6320,6200
2/27/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,104215,,,2,14,14,2793,2746
2/27/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,152606,,,3,21,24,5898,5826
2/28/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,139888,,,1,10,13,5730,5638
3/1/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,128244.4337,,1,1,11,13,6961,6841
3/2/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,105184,,,2,10,12,2996,2852
3/2/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,120310,,,2,13,19,6055,6055
3/3/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,133565,,,1,10,11,6737,6737
3/4/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,125377,,,6,16,23,6956,6796
3/5/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,109049,,1,5,11,16,3999,3884
3/5/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,125497,,,1,12,18,8313,7968
3/7/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,111455,,1,5,14,18,7819,7796
3/10/2023,Zurich ZLF_id_tf_wc_sd_Parents_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Parents,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,64261,,,2,10,9,1796,1784
4/2/2023,Zurich ZLF_id_mf_wc_bd_Broad IG_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_13032023,Zurich ZLF,id,mf,wc,bd,Broad IG,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,94885,,,1,11,18,5133,5133
2/21/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,72442,,,2,11,13,1104,993
2/22/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,43342,,,2,16,18,1907,1907
2/22/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,177997,,1,7,18,19,2880,2564
2/23/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,174325,,,2,24,25,2719,2565
2/24/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,174439,,,5,26,28,6749,6524
2/25/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,190228,,1,4,21,24,7739,7548
2/28/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,92066,,,4,13,17,2899,2834
4/24/2023,Zurich ZLF_id_tf_wc_bd_Broad IG_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_20022023,Zurich ZLF,id,tf,wc,bd,Broad IG,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,35629,,,1,11,13,2003,1991
2/24/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,79622,,1,3,14,13,3027,2920
2/25/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,79486,,,6,17,20,3067,3014
2/25/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,79272,,,1,16,15,2093,2093
2/26/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,83370,,1,2,22,23,3981,3916
2/26/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,83455,,,2,13,17,2891,2868
2/27/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,74507,,,2,20,19,4054,4048
2/27/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,84947,,,,30,30,3389,3382
2/28/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,90100,,,3,19,20,2974,2950
2/28/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,71382,,,,18,17,3429,3406
3/1/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,92441.10149,,,7,19,26,6229,6043
3/1/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,63075.70458,,,1,11,7,3384,3384
3/2/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,88222,,2,2,26,22,5443,5358
3/3/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_stories,57733,,,2,11,9,2115,2024
3/3/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,80197,,,,20,21,4733,4733
3/4/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,88889,,,,14,15,5876,5702
3/5/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,87399,,,1,12,14,6279,6279
3/5/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,77568,,,1,23,22,4308,4264
3/6/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,91969,,,1,21,26,6052,5708
3/7/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,77866,,,1,10,12,5731,5580
3/7/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,86880,,,2,15,22,5247,5247
3/8/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,89439,,,3,18,18,6034,6024
3/8/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,72269,,,2,24,27,4380,4340
3/9/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,84991,,,,10,14,5810,5744
3/9/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,84973,,,4,16,18,5224,5120
3/10/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,89814,,,1,14,14,4858,4740
3/10/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,78446,,,2,17,15,4834,4784
3/11/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,99964,,,2,11,15,4443,4443
3/12/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,94878,,,4,15,20,3843,3750
3/13/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,69058,,,3,10,8,2495,2495
3/13/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,78780,,,1,14,17,4325,4325
3/14/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,94906,,1,1,17,26,5866,5866
3/15/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,94805,,,2,17,19,6292,6258
3/16/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,85826,,,1,10,13,5593,5593
3/17/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,80698,,,2,15,18,3386,3302
3/17/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,93290,,,,17,23,5635,5635
3/18/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,95674,,,1,19,22,3820,3820
3/19/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,83331,,,1,12,14,3572,3446
3/19/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,91481,,,2,12,13,5037,5006
3/20/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,70357,,,2,10,12,2251,2251
3/28/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,71512,,,1,13,18,3342,3292
3/29/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,110922,,,3,15,20,4903,4903
3/30/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,115349,,,1,10,13,5363,5363
3/31/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,114549,,,3,12,16,4847,4847
4/1/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,132410,,,6,14,16,6915,6870
4/2/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,139544,,,,10,17,8394,8394
4/10/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,65149,,,2,13,18,2577,2569
4/25/2023,Zurich ZLF_id_mf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_23022023,Zurich ZLF,id,mf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,46215,,,1,13,13,2240,2232
2/22/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,81272,,1,3,20,22,3598,3562
2/22/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,128751,,,1,22,23,2580,2544
2/23/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,182869,,3,6,24,28,4337,4144
2/24/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,137284,,1,4,26,28,2784,2720
2/24/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,116725,,,3,13,15,4571,4462
2/25/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,139480,,,5,24,31,6876,6876
2/25/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,121980,,,5,21,24,4521,4521
2/26/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,110102,,,4,14,17,3696,3696
2/26/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,145482,,,5,14,17,6690,6572
2/27/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,155020,,,5,16,20,6771,6646
2/28/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,154417,,,4,17,20,6297,6297
2/28/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,99641,,,3,11,12,2745,2728
3/1/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,127531,,,5,13,19,5909,5810
3/1/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,feed,116740,,,3,14,15,3226,3102
3/2/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,109583,1,,7,13,16,5697,5672
3/4/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,112997,,,2,11,12,5841,5841
3/5/2023,Zurich ZLF_id_tf_wc_sd_Healthcare_vid_Beli Asuransi Jiwa 25K_Woman Music_RevoU_21022023,Zurich ZLF,id,tf,wc,sd,Healthcare,vid,Beli Asuransi Jiwa 25K,Woman Music,instagram,instagram_reels,116190,,1,3,14,15,7526,7316
