Date,Ad_name,Brand_Name,Languange,Funnel_Type,Convertions_Objective,Targeting_Type,Ads_Set,Format,Key_Message,Ads_Element,Platform,Placement,Amount_spent,Purchase_ZLP,Purchase_ZLF,SignUp,Landing_page_views,Link_clicks,Impressions,Reach
1/24/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,4023,,,,,,49,47
1/25/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,38027,,,,,,692,641
1/25/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,7940,,,,,,200,200
1/25/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,2561,,,,,,139,134
1/26/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,3571,,,,,,144,142
1/26/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,18355,,,,,,287,285
1/26/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,1359,,,,,,112,105
1/27/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,2782,,,,,,71,68
1/27/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,1383,,,,,,90,87
1/27/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,11844,,,,,,142,133
1/28/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,3199,,,,,,170,166
1/28/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,4828,,,,,,84,84
1/28/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,12434,,,,,1,122,119
1/28/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,22548,,,,,,248,235
1/29/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,5492,,,,,,249,247
1/29/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,2560,,,,,,80,79
1/29/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,30702,,,,,,408,364
1/30/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,5761,,,,,,166,162
1/30/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,3145,,,,,,181,169
1/30/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,14834,,,,,,231,225
1/31/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,9897,,,,,,180,175
1/31/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,1447,,,,,,65,65
1/31/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,20607,,,,,1,250,229
1/31/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,2177,,,,,,117,112
2/1/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,557,,,,,,48,46
2/1/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,1844,,,,,,109,103
2/2/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,1819,,,,,1,108,103
2/2/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,5167,,,,,,128,125
2/3/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,38212,,,,,2,644,590
2/3/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,2733,,,,,,61,61
2/3/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,1742,,,,,,51,48
2/3/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,3454,,,,,,66,65
2/4/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,6899,,,,,,131,128
2/4/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,2084,,,,,,69,66
2/4/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,2355,,,,,,159,146
2/5/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,3770.188321,,,,,,95,91
2/5/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,1482.07403,,,,,,125,122
2/5/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,903.0451071,,,,,,44,44
2/6/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,749,,,,,,58,54
2/6/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,2068,,,,,,38,36
2/6/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,4155,,,,,,64,62
2/7/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,30866.88321,,,,,1,679,612
2/7/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,1277.160673,,,,,,171,164
2/7/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,1402.176401,,,,,,96,95
2/8/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,1896.170564,,,,,,304,281
2/8/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,1488.704133,,,,,,56,54
2/8/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,40905.82527,,,,,,1066,972
2/9/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,852.2907147,,,,,,62,59
2/10/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,7791,,,,,,203,197
2/10/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,3020,,,,,,307,283
2/10/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,3244,,,,,,95,92
2/10/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,11487,,,,,,270,236
2/11/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,1664,,,,,,70,67
2/11/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,9312,,,,,,207,198
2/11/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,1765,,,,,,164,156
2/12/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,3735,,,1,,,119,118
2/12/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,11359,,,,,,286,242
2/12/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,3299,,,,,,353,328
2/13/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,3448,,,,,,320,293
2/13/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,2713,,,,,,137,135
2/13/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,11048,,,,,,457,376
2/14/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,2312,,,,,,259,231
2/14/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,24953,,,,,,839,650
2/14/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,21453,,,,,1,698,643
2/14/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,2938,,,,,,172,161
2/15/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,4908,,,,,,300,235
2/15/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,28896,,,,,,855,701
2/15/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,3138,,,,,,238,199
2/16/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,12743,,,,,,263,244
2/16/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,677,,,,,,141,120
2/16/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,13693,,,,,,452,409
2/16/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,799,,,,,,75,70
2/17/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,466,,,,,,69,69
2/17/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,667,,,,,,127,114
2/17/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,7405,,,,,,300,269
2/17/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,12886,,,,,1,449,422
2/18/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,7401,,,,,,198,190
2/18/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,364,,,,,,51,48
2/18/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,486,,,,,,100,93
2/19/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,394,,,,,,99,94
2/19/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,6875,,,,,,222,205
2/19/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,829,,,,,,45,42
2/19/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,914,,,,,,81,74
2/20/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_explore,570,,,,,,63,59
2/20/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,3080,,,,,,75,68
2/20/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,231,,,,,,32,31
2/20/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,feed,5541,,,,,,170,161
2/21/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_reels,6,,,,,,2,2
2/21/2023,Zurich ZLF_id_tf_wc_sd_General Insurance IG_VID_Premi mulai dari 20rb_Allyson_RevoU_15012023,Zurich ZLF,id,tf,wc,sd,General Insurance IG,VID,Premi mulai dari 20rb,Allyson,instagram,instagram_stories,14,,,,,,1,1
1/16/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,15,,,,,,2,2
1/16/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,feed,37,,,,,,1,1
1/16/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,71,,,,,,1,1
1/17/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,feed,5,,,,,,1,1
1/18/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,102,,,,,,6,6
1/18/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,683,,,,,,44,40
1/18/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,feed,2874,,,,,,63,59
1/18/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,163,,,,,,13,12
1/19/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,4935,,,,,,150,143
1/20/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,6618,,,,,,333,309
1/20/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,3991,,,1,,,131,126
1/20/2023,Zurich ZLP_id_tf_wc_sd_General Insurance IG_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,sd,General Insurance IG,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,5530,,,,,,415,379
