Date,Ad_name,Brand_Name,Languange,Funnel_Type,Convertions_Objective,Targeting_Type,Ads_Set,Format,Key_Message,Ads_Element,Age,Gender,Amount_spent,Purchase_ZLP,Purchase_ZLF,SignUp,Landing_page_views,Link_clicks,Impressions,Reach
4/23/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,female,1954,,,,,,43,39
4/23/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,female,4243,,,,,,55,46
4/23/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,male,314,,,,,,5,5
4/23/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,male,3293,,,,,,45,41
4/23/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,male,2448,,,,,,36,31
4/23/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,unknown,191,,,,,,1,1
4/24/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,male,214,,,,,,2,2
4/24/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,female,2370,,,,,,43,40
4/24/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,female,2097,,,,,,43,42
4/24/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,male,1339,,,,,,50,49
4/24/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,female,453,,,,,,5,5
4/24/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,male,4705,,,,,,54,52
4/25/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,male,2231,,,,,,34,30
4/25/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,male,2100,,,,,,26,23
4/25/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,female,1117,,,,,,25,24
4/25/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,male,147,,,,,,1,1
4/25/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,female,521,,,,,,1,1
4/25/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,female,2654,,,,,,31,30
4/26/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,male,3,,,,,,1,1
4/26/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,female,3687,,,,,,68,65
4/26/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,female,7171,,,,,,62,54
4/26/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,male,2630,,,,,,62,54
4/26/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,male,6517,,,,,,56,55
4/26/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,female,191,,,,,,3,3
4/27/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,male,31,,,,,,1,1
4/27/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,female,1116,,,,,,7,5
4/27/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,male,2986,,,,,,45,41
4/27/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,female,5849,,,,,,52,49
4/27/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,female,1884,,,,,,58,50
4/28/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,female,4708,,,,,,89,79
4/28/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,male,5935,,,,,,65,59
4/28/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,female,305,,,,,,4,4
4/28/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,male,123,,,,,,3,3
4/28/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,unknown,217,,,,,,1,1
4/28/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,unknown,60,,,,,,1,1
4/29/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,unknown,28,,,,,,1,1
4/29/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,45-54,female,496,,,,,,3,3
4/29/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,male,3803,,,,,,38,35
4/29/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,female,6288,,,,,,53,48
4/29/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,female,3065,,,,,,61,54
4/30/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,unknown,11,,,,,,1,1
4/30/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,male,2979,,,,,,37,34
4/30/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,male,3456,,,,,,50,46
4/30/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,35-44,female,5225,,,,,,50,46
4/30/2023,Zurich ZLF_id_tf_wc_la_Sign Up Narrow Parents_vid_20K dapat apa_Interview_RevoU_13042023,Zurich ZLF,id,tf,wc,la,Sign Up Narrow Parents,vid,20K dapat apa,Interview,25-34,female,3378,,,,,,63,57
3/11/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,1152,,,,,,14,13
3/11/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,12,,,,,,1,1
3/12/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,22,,,,,,1,1
3/12/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,20,,,,,,1,1
3/12/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,2174,,,,,,26,26
3/12/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,unknown,34,,,,,,1,1
3/12/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,1736,,,,,,15,15
3/13/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,415,,,,,,8,8
3/13/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,male,14319,,,,,,265,258
3/13/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,482,,,,,,11,11
3/13/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,6,,,,,,1,1
3/13/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,304,,,,,,2,2
3/14/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,1095,,,,,,10,10
3/14/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,female,23983,,,,,,370,344
3/14/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,20,,,,,,2,2
3/15/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,365,,,,,,12,12
3/15/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,100,,,,,,4,4
3/15/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,female,32164,,,,,,838,798
3/15/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,468,,,,,,14,14
3/15/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,25,,,,,,1,1
3/16/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,88,,,,,,4,3
3/16/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,988,,,,,,26,25
3/16/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,196,,,,,,8,8
3/16/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,676,,,,,,18,18
3/17/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,43,,,,,,2,2
3/17/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,170,,,,,,2,2
3/17/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,722,,,,,,23,22
3/18/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,male,17178,,,,,,700,696
3/18/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,758,,,,,,23,23
3/18/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,20,,,,,,2,2
3/18/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,319,,,,,,8,8
3/19/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,72,,,,,,6,6
3/19/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,87,,,,,,1,1
3/19/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,734,,,,,,22,22
3/20/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,172,,,,,,2,2
3/20/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,911,,,,,,17,17
3/21/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,637,,,,,,14,14
3/21/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,100,,,,,,6,6
3/21/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,20,,,,,,2,2
3/21/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,927,,,,,,24,23
3/22/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,2850.881562,,,,,,39,39
3/22/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,240.0742368,,,,,,6,6
3/22/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,1106.342108,,,,,,31,31
3/22/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,167.0516564,,,,,,5,4
3/23/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,male,18240,,,,,,464,445
3/23/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,397,,,,,,13,13
3/23/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,1132,,,,,,20,20
3/23/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,11,,,,,,1,1
3/23/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,347,,,,,,7,7
3/24/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,145,,,,,,4,4
3/24/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,425,,,,,,4,2
3/24/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,1018,,,,,,13,12
3/25/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,171,,,,,,6,6
3/25/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,294,,,,,,12,8
3/25/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,1592,,,,,,43,32
3/25/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,3421,,,,,,55,55
3/26/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,4187,,,,,,62,58
3/26/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,244,,,,,,7,7
3/26/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,129,,,,,,8,6
3/26/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,unknown,16,,,,,,1,0
3/27/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,164,,,,,,10,6
3/27/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,487,,,,,,7,6
3/27/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,2278,,,,,,45,44
3/27/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,male,2699,,,,,,50,50
3/28/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,35-44,unknown,378,,,,,,11,11
3/28/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,25-34,unknown,202,,,,,,8,8
3/28/2023,Zurich ZLF_id_tf_wc_sd_Educated People_vid_Self Reward_Overthinking Woman_RevoU_10032023,Zurich ZLF,id,tf,wc,sd,Educated People,vid,Self Reward,Overthinking Woman,45-54,female,2069,,,,,,42,42
