Date,Ad_name,Brand_Name,Languange,Funnel_Type,Convertions_Objective,Targeting_Type,Ads_Set,Format,Key_Message,Ads_Element,Age,Gender,Amount_spent,Purchase_ZLP,Purchase_ZLF,SignUp,Landing_page_views,Link_clicks,Impressions,Reach
12/16/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,female,4999,,,,15,45,327,288
12/16/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,male,3469,,,,12,23,224,178
12/16/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,female,17046,,,,44,114,904,832
12/16/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,male,4409,,,,12,28,290,246
12/16/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,female,40279,,,,136,292,1782,1624
12/16/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,male,7591,,,,20,48,417,374
12/16/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,female,20184,,,,65,119,817,790
12/16/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,male,5846,,,,14,28,305,252
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,female,3748,,,,14,26,247,234
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,male,1275,,,,6,10,100,86
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,female,5030,,,,13,28,303,260
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,male,3893,,,,14,25,213,210
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,female,5370,,,,16,38,346,276
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,male,2760,,,,5,18,225,198
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,female,18876,,,,57,139,1110,1108
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,male,4012,,,,9,22,301,252
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,female,44208,,,,146,334,2147,2078
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,male,7366,,,,20,44,448,402
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,female,20399,,,,73,162,946,862
12/17/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,male,5123,,,,16,38,303,266
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,female,3571,,,,8,26,276,236
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,male,1660,,,,7,19,157,156
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,female,3610,,,,12,28,268,250
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,male,2894,,,,10,23,234,228
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,female,4811,,,,18,33,359,318
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,male,2557,,,,9,19,234,222
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,female,19303,,,,58,166,1191,1098
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,male,4249,,,,11,23,338,272
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,female,48100,,,1,168,411,2374,2140
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,male,8962,,,,25,67,551,486
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,female,24918,,,,93,203,1148,994
12/18/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,male,6764,,,,16,56,364,342
12/19/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,female,3036,,,,10,20,214,174
12/19/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,male,1563,,,,5,9,150,150
12/19/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,female,3548,,,,6,20,238,226
12/19/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,male,2152,,,,12,19,163,158
12/19/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,female,4639,,,,11,28,350,310
12/19/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,female,19228,,,,57,157,1055,960
12/19/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,male,4465,,,,12,32,332,310
12/19/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,female,47243,,,,158,343,2132,1956
12/19/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,male,8345,,,,28,73,479,452
12/19/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,female,27265,,,,56,166,1083,986
12/19/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,male,5781,,,,22,44,312,272
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,female,3872,,,,7,22,343,282
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,male,2184,,,,4,11,257,244
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,female,4730,,,,18,30,323,274
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,male,3358,,,,14,27,281,276
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,female,5104,,,,13,31,359,340
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,male,3470,,,,13,21,280,258
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,female,21234,,,,60,161,1087,934
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,male,5254,,,,12,43,360,324
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,female,50488,,,,147,350,2146,1980
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,male,10295,,,,31,72,538,472
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,female,26588,,,,72,179,1074,988
12/20/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,male,7539,,,,25,56,387,372
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,female,3483,,,,14,28,276,252
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,male,1600,,,,5,11,149,149
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,female,4044,,,,8,20,254,232
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,male,2468,,,,4,12,207,207
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,female,5271,,,,13,36,354,322
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,male,2794,,,,10,23,221,198
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,female,22332,,,,75,182,1141,1068
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,male,5083,,,,9,32,349,322
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,female,52581,,,,159,365,2252,2100
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,male,9498,,,,23,73,534,498
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,female,22317,,,,59,154,956,940
12/21/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,male,6293,,,,14,46,347,320
12/22/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,female,2476,,,,13,24,199,180
12/22/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,female,3337,,,,6,22,207,180
12/22/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,male,1996,,,,4,15,161,144
12/22/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,female,4377,,,,12,26,282,254
12/22/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,male,2739,,,,6,18,185,182
12/22/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,female,23467,,,,55,159,1123,1096
12/22/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,male,4983,,,,14,35,322,282
12/22/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,female,52276,,,,123,331,2283,2190
12/22/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,male,10433,,,,30,68,557,557
12/22/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,female,22835,,,,53,126,989,922
12/22/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,male,6125,,,,14,38,318,286
12/23/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,female,2605,,,,5,19,204,184
12/23/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,female,3558,,,,18,27,222,194
12/23/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,male,2552,,,,7,15,191,191
12/23/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,female,4152,,,,11,21,255,204
12/23/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,male,2508,,,,6,12,169,162
12/23/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,female,18464,,,,54,116,840,796
12/23/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,male,5184,,,,17,36,317,290
12/23/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,female,39790,,,,98,222,1549,1446
12/23/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,male,11249,,,,30,65,562,496
12/23/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,female,19476,,,,50,114,740,712
12/23/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,65+,male,8355,,,,18,51,385,368
12/24/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,female,4149,,,,10,29,325,288
12/24/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,18-24,male,1896,,,,7,12,179,164
12/24/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,female,4455,,,,10,21,312,286
12/24/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,25-34,male,3520,,,,5,15,259,242
12/24/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,female,5815,,,,18,41,338,310
12/24/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,35-44,male,3233,,,,10,23,230,214
12/24/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,female,23842,,,,56,154,1068,1022
12/24/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,45-54,male,7253,,,,16,44,400,382
12/24/2022,Zurich_id_tf_tc_bd_Broad_VID_Allyson ZLF ZLP_Allyson ZLF ZLP 120s_RevoU_08122022,Zurich,id,tf,tc,bd,Broad,VID,Allyson ZLF ZLP,Allyson ZLF ZLP 120s,55-64,female,53318,,,,155,328,1953,1828
